Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;151;Material;158286-12/2025;449052-28/ Máquinas e Equipamentos de Natureza Industrial (DAQ_MTC);Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;;;;;-;0,0000;0,0000;30000,0000;0,0000;26/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;156;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;10984;POLTRONA;481010;CARACTERÍSTICAS ADICIONAIS: SEM BRAÇOS, MATERIAL ASSENTO E ENCOSTO: COMPENSADO/ESPUMA INJETADA, MATERIAL ESTRUTURA: MADEIRA COMPENSADA MULTILAMINADA, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: POLIPROPILENO TEXTURIZADO, TIPO: FIXA;UN;2,0000;1350,0000;2700,0000;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;157;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;14303;CADEIRA DIGITADOR;412130;APOIO BRAÇO: BRAÇO EM FORMA DE "T", COR: PRETA, MATERIAL ASSENTO: ESPUMA INJETADA, MATERIAL ENCOSTO: ESPUMA INJETADA, MATERIAL ESTRUTURA: AÇO, MATERIAL REVESTIMENTO: TECIDO 100% POLIÉSTER, TIPO BASE: GIRATÓRIA, TIPO ENCOSTO: MÉDIO, TIPO RODÍZIO: DUPLO, TRATAMENTO SUPERFICIAL ESTRUTURA: ANTI-FERRUGINOSO E PINTURA ELETROSTÁTICA EPOXI-PÓ;UN;8,0000;852,0000;6816,0000;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;158;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7125;ARMÁRIOS E ESTANTES;218;ESTANTE;473452;ALTURA: 2,00, COR: BEGE, LARGURA: 1,00, MATERIAL: AÇO, PROFUNDIDADE: 58, QUANTIDADE PRATELEIRAS: 8, TIPO: DUPLA FACE;UN;27,0000;1600,0000;43200,0000;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;159;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;324;BALCÃO ATENDIMENTO;355936;ALTURA: 1,20, CARACTERÍSTICAS ADICIONAIS: COM 2 PORTAS/PAINEL FRONTAL CURVO EM MDF REVESTIDO, COR REVESTIMENTO: CINZA CLARO, LARGURA: 2,14, MATERIAL CORPO: MADEIRA MDF, MATERIAL ESTRUTURA: MADEIRA MDF, PROFUNDIDADE: 0,51, QUANTIDADE GAVETAS: 4, QUANTIDADE PRATELEIRAS: 1, REVESTIMENTO CORPO: LAMINADO MELAMÍNICO;UN;1,0000;4000,0000;4000,0000;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;160;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;321;MESA ESCRITÓRIO;249433;ALTURA: 0,75, COR TAMPO: OVO, LARGURA: 1,56, MATERIAL ESTRUTURA: MADEIRA, MATERIAL TAMPO: MADEIRA, PADRÃO ACABAMENTO TAMPO: LAMINADO MELAMÍNICO, PROFUNDIDADE: 0,70, QUANTIDADE GAVETAS: 3, TIPO GAVETAS: COM CHAVE;UN;5,0000;2000,0000;10000,0000;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;161;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;5073;CLAVICULÁRIO;601703;ACABAMENTO SUPERFICIAL: PINTURA ELETROSTÁTICA EM EPÓXI, CAPACIDADE: 60 CHAVES, CARACTERÍSTICAS ADICIONAIS: PORTA DE VIDRO TRANSPARENTE COM CHAVE, COMPRIMENTO: 40, COR: CINZA, LARGURA: 40, MATERIAL: AÇO, MATERIAL MOLDURA: AÇO;UN;2,0000;250,0000;500,0000;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;162;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;17368;CONJUNTO ESCOLAR;603099;COMPONENTES: MESA E CADEIRA, MATERIAL: MADEIRA E AÇO, TAMANHO: CJA-06, MATERIAL TAMPO: MDP, CARACTERÍSTICAS ADICIONAIS: CADEIRAS COM ASSENTO E ENCOSTO EM POLIPROPILENO, REVESTIMENTO TAMPO: LAMINADO MELAMÍNICO;UN;120,0000;960,0000;115200,0000;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;163;Material;158286-11/2025;449052-42/ Mobiliário em Geral;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;13678;CADEIRA FIXA;336644;ACABAMENTO ESTRUTURA: PINTURA ELETROSTÁTICA, CARACTERÍSTICAS ADICIONAIS: SEM BRAÇO, COR: PRETA, MATERIAL ASSENTO: ESPUMA ALTA DENSIDADE, MATERIAL ENCOSTO: ESPUMA ALTA DENSIDADE, MATERIAL ESTRUTURA: AÇO TUBULAR, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: TECIDO;UN;34,0000;583,1400;19826,7600;0,0000;28/11/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;173;Soluções de TIC;158286-7/2025;339040-07/ Manutenção corretiva/adaptativa e sustentação de Software (BIBLIO_MTC);Catálogo do Compras.gov.br;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25984;MANUTENÇÃO EVOLUTIVA DE  SOFTWARE (ACRÉSCIMO DE NOVAS FUNCIONALIDADES) - OUTRAS LINGUAGENS;-;1,0000;116789,4900;116789,4900;0,0000;30/12/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;174;Serviço;158286-6/2025;339036-18/ Manutenção e conservação de equipamentos (DAQ_MTC);Catálogo do Compras.gov.br;Serviço;835;SERVIÇOS CIENTÍFICOS E OUTROS SERVIÇOS TÉCNICOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;27/02/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;175;Soluções de TIC;158286-5/2025;449052-41/ Equipamento de TIC - Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;6661;MICROCOMPUTADOR;469792;GABINETE: ULTRACOMPACTO, MONITOR: 21 A 29, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, NÚCLEOS POR PROCESSADOR: 4 A 8, ARMAZENAMENTO HDD: SEM DISCO HDD, GARANTIA ON SITE: SUPERIOR A 36, ARMAZENAMENTO SSD: 110 A 300, SISTEMA OPERACIONAL: PROPRIETÁRIO, MEMÓRIA RAM: SUPERIOR A 8;UN;112,0000;5915,0500;662485,6000;0,0000;16/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;176;Soluções de TIC;158286-5/2025;449052-41/ Equipamento de TIC - Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;202770,0000;0,0000;16/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;177;Soluções de TIC;158286-5/2025;449052-41/ Equipamento de TIC - Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;13811;"COMPUTADOR - ESTAÇÃO TRABALHO";150477;"COMPUTADOR - ESTAÇÃO TRABALHO", NOME:COMPUTADOR - ESTAÇÃO TRABALHO;-;50,0000;5000,0000;250000,0000;0,0000;16/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;178;Soluções de TIC;158286-5/2025;449052-41/ Equipamento de TIC - Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;9726;"MICROCOMPUTADOR PESSOAL NOTEBOOK";98191;"MICROCOMPUTADOR PESSOAL NOTEBOOK", NOME:MICROCOMPUTADOR PESSOAL TIPO NOTEBOOK;-;10,0000;4500,0000;45000,0000;0,0000;16/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;179;Soluções de TIC;158286-5/2025;449052-41/ Equipamento de TIC - Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;6661;MICROCOMPUTADOR;611689;MEMÓRIA RAM: 64, NÚCLEOS POR PROCESSADOR: SUPERIOR A 8, ARMAZENAMENTO HDD: 2, ARMAZENAMENTO SSD: SUPERIOR A 500, MONITOR: 21 A 29, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, SISTEMA OPERACIONAL: PROPRIETÁRIO, GARANTIA ON SITE: SUPERIOR A 36, GABINETE: TORRE, OUTROS RECURSOS: CONFORME EDITAL;UN;45,0000;7000,0000;315000,0000;0,0000;16/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;180;Soluções de TIC;158286-5/2025;449052-41/ Equipamento de TIC - Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;6661;MICROCOMPUTADOR;482463;ARMAZENAMENTO HDD: 2, ARMAZENAMENTO SSD: ATÉ 2 TB, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, GABINETE: TORRE, GARANTIA ON SITE: 36, MEMÓRIA RAM: SUPERIOR A 8, MONITOR: 21 A 29, NÚCLEOS POR PROCESSADOR: SUPERIOR A 8, SISTEMA OPERACIONAL: PROPRIETÁRIO;UN;20,0000;4500,0000;90000,0000;0,0000;16/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;181;Soluções de TIC;158286-5/2025;449052-41/ Equipamento de TIC - Computadores;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;8435;NOTEBOOK;485857;ALIMENTAÇÃO: BIVOLT AUTOMÁTICA, ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: SUPERIOR A 500, BATERIA: SUPERIOR A 4 CÉLULAS, GARANTIA ON SITE: SUPERIOR A 36, INTERATIVIDADE DA TELA: SEM INTERATIVIDADE, MEMÓRIA RAM: SUPERIOR A 8, NÚCLEOS POR PROCESSADOR: ATÉ 4, SISTEMA OPERACIONAL: PROPRIETÁRIO, TELA: SUPERIOR A 14;UN;1,0000;6065,0000;6065,0000;0,0000;16/06/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;183;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9471;EQUIPAMENTO LABORATÓRIO;453462;EQUIPAMENTO LABORATÓRIO, TEMPERATURA:CONTROLE TEMPERATURA ATÉ 60 °C, COMPONENTES:C/ SISTEMA DE AGITAÇÃO, BOMBAS, CONTROLADOR DE GÁS, CAPACIDADE:ATÉ 500 ML, AJUSTE:C/ SAÍDA PARA INTERFACE, OUTROS COMPONENTES:SENSORES (PH, DO), TIPO:SISTEMA DE MINIBIORREATORES;-;1,0000;200000,0000;200000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;184;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9471;EQUIPAMENTO LABORATÓRIO;472420;EQUIPAMENTO LABORATÓRIO, AJUSTE:AJUSTE DIGITAL,C/ TELA SENSÍVEL TOQUE, PROGRAMÁVEL, MÉTODO:INTERFEROMETRIA, CARACTERÍSTICA ADICIONAL:COMPATÍVEL COM PLACA ATÉ 96 POÇOS, ADICIONAL:COM CONTROLE DE TEMPERATURA, TIPO:ANALISADOR DE PROTEÍNAS;-;1,0000;60000,0000;60000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;185;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;3449;MÁQUINAS AUXILIARES PARA MODELAGEM E CORTE DE METAL;1131;POLITRIZ MOTORIZADA;262546;POLITRIZ MOTORIZADA, ROTAÇÃO:300 A 600 RPM, ALTURA:270 MM, APLICAÇÃO:POLIMENTO E LIXAMENTO, CARACTERÍSTICA ADICIONAIS:2 VELOCIDADES, COMPRIMENTO:600 MM, LARGURA:420 MM, ALIMENTAÇÃO:220 / TRIFÁSICO, POTÊNCIA:0,15 A 0,30 CV;-;2,0000;20000,0000;40000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;186;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;4320;BOMBAS MANUAIS E MECÂNICAS;15635;BOMBA CORTADEIRA PRECISÃO;244380;BOMBA CORTADEIRA PRECISÃO, REFERÊNCIA:2480S051, MATERIAL:PLÁSTICO INJETADO, VAZÃO:360 GL/H, ALTURA:90 MM, APLICAÇÃO:SISTEMA DE RECIRCULAÇÃO DA CORTADEIRA DE PRECISÃO,, DIÂMETRO:60 MM, AMPERAGEM:2,5 A, VOLTAGEM:12 V;-;2,0000;15000,0000;30000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;187;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;3449;MÁQUINAS AUXILIARES PARA MODELAGEM E CORTE DE METAL;1131;POLITRIZ MOTORIZADA;262546;POLITRIZ MOTORIZADA, ROTAÇÃO:300 A 600 RPM, ALTURA:270 MM, APLICAÇÃO:POLIMENTO E LIXAMENTO, CARACTERÍSTICA ADICIONAIS:2 VELOCIDADES, COMPRIMENTO:600 MM, LARGURA:420 MM, ALIMENTAÇÃO:220 / TRIFÁSICO, POTÊNCIA:0,15 A 0,30 CV;-;2,0000;15000,0000;30000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;188;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;5210;INSTRUMENTOS DE MEDIÇÃO PARA ARTÍFICES;11857;RUGOSIMETRO;70548;RUGOSIMETRO, NOME:RUGOSIMETRO;-;1,0000;35000,0000;35000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;189;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;9471;EQUIPAMENTO LABORATÓRIO;472420;EQUIPAMENTO LABORATÓRIO, AJUSTE:AJUSTE DIGITAL,C/ TELA SENSÍVEL TOQUE, PROGRAMÁVEL, MÉTODO:INTERFEROMETRIA, CARACTERÍSTICA ADICIONAL:COMPATÍVEL COM PLACA ATÉ 96 POÇOS, ADICIONAL:COM CONTROLE DE TEMPERATURA, TIPO:ANALISADOR DE PROTEÍNAS;-;1,0000;368947,5800;368947,5800;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;190;Material;158286-3/2025;449052-38/ Máquinas, ferramentas e utensílios de Oficina (DMM_MTC);Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;100000,0000;0,0000;01/05/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;200;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;3439;SUPRIMENTOS E ACESSÓRIOS PARA SOLDAS DIVERSAS, FRACAS E  FORTES;1157;;18260;ELETRODO SOLDA, NOME:ELETRODO DE SOLDAGEM;-;5,0000;400,0000;2000,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;201;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9640;PRODUTOS SEMI-ACABADOS E PRODUTOS PRIMÁRIOS DE  FERRO  E DE AÇO;12557;;3131;TARUGO DE FERRO, NOME:TARUGO DE FERRO;-;100,0000;15,0000;1500,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;202;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9640;PRODUTOS SEMI-ACABADOS E PRODUTOS PRIMÁRIOS DE  FERRO  E DE AÇO;12557;;3131;TARUGO DE FERRO, NOME:TARUGO DE FERRO;-;100,0000;15,0000;1500,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;203;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9640;PRODUTOS SEMI-ACABADOS E PRODUTOS PRIMÁRIOS DE  FERRO  E DE AÇO;12557;;3131;TARUGO DE FERRO, NOME:TARUGO DE FERRO;-;100,0000;15,0000;1500,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;204;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9640;PRODUTOS SEMI-ACABADOS E PRODUTOS PRIMÁRIOS DE  FERRO  E DE AÇO;12557;;3131;TARUGO DE FERRO, NOME:TARUGO DE FERRO;-;150,0000;15,0000;2250,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;205;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;3820;EQUIPAMENTOS PARA MINERAÇÃO, PERFURAÇÃO DE ROCHAS, TERRA  E CORRELATOS;14629;BITS DE PERFURAÇÃO;446609;BITS DE PERFURAÇÃO, MATERIAL:AÇO RÁPIDO, DIMENSÕES:1/4 X 6 POL, TIPO:QUADRADO;-;20,0000;35,0000;700,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;206;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;3820;EQUIPAMENTOS PARA MINERAÇÃO, PERFURAÇÃO DE ROCHAS, TERRA  E CORRELATOS;14629;BITS DE PERFURAÇÃO;150023;BITS DE PERFURAÇÃO, NOME:BITS DE PERFURAÇÃO;-;50,0000;32,0000;1600,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;207;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;96,0000;960,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;208;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;9409;;6742;MÁSCARA SOLDADOR, NOME:MASCARA DE SOLDADOR;-;20,0000;130,0000;2600,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;209;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9920;ARTIGOS PARA FUMANTES;8513;;3280;ISQUEIRO PORTATIL, NOME:ISQUEIRO PORTATIL;-;10,0000;25,0000;250,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;210;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5975;FERRAGENS E SUPRIMENTOS DE ELETRICIDADE;1714;;20788;ACESSÓRIO CAIXA PASSAGEM, NOME:ACESSORIO PARA CONDUTOR ELETRICO;-;10,0000;20,0000;200,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;211;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5975;FERRAGENS E SUPRIMENTOS DE ELETRICIDADE;1714;;20788;ACESSÓRIO CAIXA PASSAGEM, NOME:ACESSORIO PARA CONDUTOR ELETRICO;-;10,0000;15,0000;150,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;212;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;713;ÁCIDO NÍTRICO;356173;ÁCIDO NÍTRICO, ASPECTO FÍSICO:LÍQUIDO LÍMPIDO,INCOLOR À AMARELADO,ODOR SUFOCANTE, PESO MOLECULAR:63,01 G/MOL, GRAU DE PUREZA:TEOR MÍNIMO DE 65%, CARACTERÍSTICA ADICIONAL:REAGENTE P.A., FÓRMULA QUÍMICA:HNO3, NÚMERO DE REFERÊNCIA QUÍMICA:CAS 7697-37-2;-;5,0000;80,0000;400,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;213;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;713;ÁCIDO NÍTRICO;356173;ÁCIDO NÍTRICO, ASPECTO FÍSICO:LÍQUIDO LÍMPIDO,INCOLOR À AMARELADO,ODOR SUFOCANTE, PESO MOLECULAR:63,01 G/MOL, GRAU DE PUREZA:TEOR MÍNIMO DE 65%, CARACTERÍSTICA ADICIONAL:REAGENTE P.A., FÓRMULA QUÍMICA:HNO3, NÚMERO DE REFERÊNCIA QUÍMICA:CAS 7697-37-2;-;5,0000;300,0000;1500,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;214;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;18189;ÁLCOOL ETÍLICO;349663;ÁLCOOL ETÍLICO, ASPECTO FÍSICO:LÍQUIDO LÍMPIDO, INCOLOR, VOLÁTIL, PESO MOLECULAR:46,07 G/MOL, TEOR ALCOÓLICO:MÍNIMO DE 99,5°GL, GRAU DE PUREZA:MÍNIMO DE 99,7% P/P INPM, CARACTERÍSTICA ADICIONAL:ABSOLUTO, REAGENTE P.A., FÓRMULA QUÍMICA:C2H5OH, NÚMERO DE REFERÊNCIA QUÍMICA:CAS 64-17-5;-;20,0000;60,0000;1200,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;215;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;9505;ARAMES DE FERRO E DE AÇO, NÃO UTILIZÁVEIS EM ELETRICIDADE;2956;ARAME;150723;ARAME, NOME:ARAME;-;5,0000;370,0000;1850,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;216;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6350;SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA;5455;COMPONENTE MECANICO;97780;COMPONENTE MECANICO, NOME:COMPONENTE MECANICO - APARELHO DETECTOR;-;10,0000;45,0000;450,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;217;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6730;EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA;8778;LENTE;150622;LENTE, NOME:LENTE;-;20,0000;10,0000;200,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;218;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;4320;BOMBAS MANUAIS E MECÂNICAS;13770;REGULADOR PRESSÃO;151020;REGULADOR PRESSÃO, NOME:REGULADOR PRESSÃO;-;2,0000;200,0000;400,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;219;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;4320;BOMBAS MANUAIS E MECÂNICAS;13770;REGULADOR PRESSÃO;151020;REGULADOR PRESSÃO, NOME:REGULADOR PRESSÃO;-;2,0000;300,0000;600,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;220;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;6350;SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA;5455;COMPONENTE MECANICO;97780;COMPONENTE MECANICO, NOME:COMPONENTE MECANICO - APARELHO DETECTOR;-;2,0000;550,0000;1100,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;221;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;145,0000;1450,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;222;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;130,0000;1300,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;223;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;145,0000;1450,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;224;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;150,0000;1500,0000;0,0000;03/03/2025
INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO;158286;225;Material;158286-2/2025;339030-35/ Material Laboratorial (DMM_MTC);Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;150941;LIXA, NOME:LIXA;-;10,0000;160,0000;1600,0000;0,0000;03/03/2025
